abandon;vt. 放弃,沉溺n. 放任;[4'b1nd4n]
stingy;a. 小气的,吝啬的,缺乏的,有刺的;['stind9i]
stipulate;vt.vi. 规定,保证;['stipjuleit]
stocky;a. 矮胖的,健壮结实的;['st3ki]
stodgy;a. 不易消化的,塞满的,笨重的,庸俗的,平凡的;['st3d9i]
stout;n. 烈啤酒,矮胖子a. 强壮的,稳重的,勇敢的,矮胖的,结实的,坚定的;[staut]
strain;n. 紧张,拉紧,张力,过劳,扭伤,血统,血缘,种,族,气质,口吻,旋律,曲调vt. 使劳累,拉紧,过分使用,扭伤,滤,曲解vi. 尽力,努力,被滤出,弯曲,紧拉;['strein]
strait;n. 海峡,困难a. 困难的,窘迫的,狭窄的;[streit]
strap;n. 带,皮带vt. 用皮带捆扎;[str1p]
strengthen;vt. 加强,变坚固vi. 变强,股票上涨;['stre674n]
strenuous;a. 奋发的,热心的,热烈的,紧张的;['strenju4s]
stride;n. 大步,一跨步,进步vi.vt. 迈大步走,跨过,跨;[straid]
stringent;a. 迫切的,严厉的,银根紧的;['strind94nt]
strip;n. 长条,条状,带,脱衣舞vt. 脱衣,被剥去,剥夺,拆卸vi. 脱衣服;[strip]
strive;vi. 努力,奋斗,斗争;[straiv]
stroll;n. 闲逛,漫步vi.vt. 闲逛,漫步;[str4ul]
stubborn;a. 顽固的,不听话的,执拗的,棘手的;['st8b4n]
stuffy;a. 闷热的,窒息的,自以为是的,故步自封的,乏味的;['st8fi]
stun;vt. 使晕倒,使惊吓,打晕n. 晕眩,猛击;[st8n]
stunt;n. 特技,绝技,花招,噱头,矮小物,发育迟缓,手腕vt. 阻碍成长vi. 表演特技;[st8nt]
sturdy;a. 强健的,健全的;['st4:di]
subjection;n. 征服,服从,隶属;[s4b'd9ek54n]
sublimate;vt. 使升华,使高尚vi. 升华,纯化a. 纯净化的,高尚的,理想化的,气质高贵的n. 升华物;['s8blimeit]
submerge;vt. 使浸水,使陷入,淹没vi. 潜入水中,;[s8b'm4:d9]
submission;n. 屈服,服从,谦逊,意见,提交,递呈;[s8b'mi54n]
submissive;a. 服从的,顺从的,柔顺的;[s8b'misiv]
submit;vt. 使服从,使受到,认为,提出vi. 屈服,服从;[s8b'mit]
subordinate;n. 属下,附属物a. 下级的,次要的,附属的vt. 使居下位,使服从;[s4'b3:d4nit]
subsequent;a. 后来的,并发的;['s8bsikw4nt]
substantial;n. 重要部分,本质a. 实质上的,物质的,有内容的,结实的;[s4b'st1n54l]
substantiate;vt. 使实体化,证实;[s4b'st1n5ieit]
substantive;a. 表示实在的,有实质的,独立的n. 实词,名词;['s8bst4ntiv]
subtract;vt. 减去,扣掉,减少vi. 作减法;[s4b'tr1kt]
subvert;vt. 推翻,颠覆,毁灭;[s4b'v4:t]
successful;a. 成功的,一帆风顺的,飞黄腾达的;[s4k'sesful]
successive;a. 继承的,连续的;[s4k'sesiv]
succinct;a. 简洁的,紧身的;[s4k'si6kt]
succumb;vi. 屈从,屈服,死;[s4'k8m]
sufficient;a. 充分的,足够的;[s4'fi54nt]
suffuse;vt. 遍布,弥漫,充满;[s4'fjuz]
suggest;vt. 提议,建议,促成,使人想起,启发,暗示;[s4'd9est]
suitable;a. 适当的,相配的;['sju:t4bl]
sullen;a. 愠怒的,沉沉不乐的,阴沉的;['s8l4n]
sum;n. 总数,和,金额,顶点,概略vt. 总计,概括vi. 合计;[s8m]
summit;n. 顶点,最高阶层a. 政府首脑的;['s8mit]
summon;vt. 召唤,召集,号召,鼓起,唤起;['s8m4n]
superb;a. 堂堂的,华丽的,极好的;[sju:'p4:b]
superficial;n. 表面,外表a. 表面的,肤浅的,面积的;['sju:p4'fi54l]
superintendent;n. 监督人,管理人,所长;['sju:p4rin'tend4nt]
supersede;vt. 代替,取代,接替;['sjup4'si:d]
superstition;n. 迷信;['sju:p4'sti54n]
supplant;vt. 排挤掉,代替;[s4'pla:nt]
supple;a. 柔软的,逢迎的,顺从的vt. 使柔软,使顺从;['s8pl]
suppose;vt. 推想,假设,假定,猜想,以为vi. 料想;[s4'p4uz]
supreme;n. 至高,霸权a. 至高的,终极的,极端的,最大的;[sju:'pri:m]
surmise;n. 推测,猜测vt.vi. 推测,臆测;[s4:maiz]
surmount;vt. 战胜,超越,克服;[s4:'maunt]
surpass;vt. 超越,凌驾,胜过;[s4:'pa:s]
surplus;n. 剩余,过剩,盈余a. 过剩的,剩余的;['s4:pl4s]
survey;n. 纵览,视察,测量,概观,调查,俯瞰vt. 审视,视察,俯瞰,通盘考虑vi. 测量土地;[s4:'vei]
survive;vt.生存,生还,幸免于vi. 活下来,幸存;[s4'vaiv]
susceptible;a. 易受影响的,易感动的,容许...的;[s4'sept4bl]
suspect;n. 嫌疑犯a. 令人怀疑的,不可信的,可疑的vt.vi. 怀疑,猜想;[s4s'pekt,'s8spekt]
suspicious;a. 可疑的,疑惧的,怀疑的;[s4s'pi54s]
sustain;vt. 承受,支持,支撑,供养,继续,忍受,准许,证实,蒙受;[s4s'tein]
sustenance;n. 生计,食物;['s8st4n4ns]
swarm;n. 群,大群,蜂群vi. 群集,聚集一块,云集,爬树vt. 挤满,爬(树);[sw3:m]
swell;n. 增大,隆起的部分,巨浪,肿大a. 优秀的,一流的vi. 增大,膨胀,骄傲,增强,肿胀vt. 使膨胀,使增大,使上涨,使骄傲;[swel]
swift;n. 雨燕,大滚筒a. 迅速的,快的,敏捷的,立刻的ad. 迅速地,敏捷地;[swift]
symbol;n. 符号,象征,代号,信条;['simb4l]
symmetry;n. 对称,调和,匀称;['simitri]
sympathetic;a. 有同情心的,合意的,赞成的n. 交感神经,容易感受的人;['simp4'7etik]
symptom;n. 症状,征候,征兆;['simpt4m]
synchronize;vt. 使同步,使合拍vi. 同时发生;['si6kr4'naiz]
synopsis;n. 概要,摘要,大意;[si'n3psis]
synthetic;n. 合成物质a. 综合性的,人造的;[sin'7etik]
taboo;n. 禁忌,禁止接近,禁止使用a. 禁忌的,忌讳的vt. 禁忌,禁制,禁止;[t4'bu:]
tacit;a. 沉默寡言的,心照不宣的,缄默的;['t1sit]
tackle;n. 工具,复滑车,扭倒,装备,滑车vt. 固定,处理,抓住vi. 扭倒;['t1kl]
tactics;n. 用兵学,战术,兵法;['t1ktiks]
tag;n. 标签,附属物,名称,碎片,结束语,口头禅,陈词滥调,附加语,诨名, 标记,标记,残片vt. 附以签条,尾随,连接,起诨名vi. 紧紧跟随n. 标记n. 标记,标记符;[t1g]
talent;n. 才能,有才干的人,天才,天资;['t1l4nt]
tally;n. 符木,记账,得分,比分,计数器,对应物,符合,标签vt. 点数,计算,使符合,加标签于,记录vi. 符合,吻合,记分;['t1li]
tamper;vi. 干预,玩弄,贿赂,窜改,削弱,损害vt. 窜改n. 捣棒,夯,填塞者;['t1mp4]
tangible;n. 有形资产a. 实体的,明白的,有形的,明确的;[t1nd94bl]
tangle;n. 缠结,纠缠,混乱,纠纷vt. 使缠结,使纠缠vi. 缠结,被纠缠;['t16gl]
tantalize;vt. 逗弄,使干着急;['t1ntl'aiz]
tardy;a. 慢的,迟钝的,迟到的,迟的,拖拉的;['ta:di]
tarnish;n. 晦暗,玷污,污点vt. 使失去光泽,玷污vi. 失去光泽,被玷污;['t2:ni5]
taste;n. 味道,品味,味觉,感受,体验,爱好,审美,少量,得体,大方vt. 尝,体会,感到vi. 尝起来,感到,体验,有某种味道;[teist]
taunt;n. 辱骂,嘲弄vt. 嘲弄,奚落a. 很高的;[t3:nt]
tease;n. 揶揄者,戏弄vt. 欺负,嘲弄,取笑,使起毛,梳理,强求;[ti:z]
tedious;a. 沉闷的,冗长乏味的;['ti:di4s]
teem;vi. 充满,富于,涌现,倾注vt. 倒出;[ti:m]
temperament;n. 气质,性质,性情;['temp4r4m4nt]
temperance;a. 温暖的,温和的,有节制的;['temp4r4ns]
temperate;a. 温和的,适度的,有节制的;['temp4rit]
temperature;n. 温度,发烧,热度;['temp4rit54]
temporal;a. 当时的,暂时的,太阳穴的,世俗的,现世的n. 世间万物,教会财产;['temp4r4l]
temporary;a. 暂时的,临时的n. 临时工n. 临时;['temp4r4ri]
tempt;vt. 诱惑,引诱,冒...风险,吸引;[tempt]
tenacious;a. 紧粘不放的,固执的,紧握的,不屈不挠的;[ti'nei54s]
tenant;n. 承租人,房客,不动产占有人,居住者vt. 租借;['ten4nt]
tendency;n. 趋向,倾向;['tend4nsi]
tender;a. 嫩的,柔软的,脆弱的,温柔的,亲切的,未成熟的,担心的,棘手的,微妙的vt.vi. (使)变柔软,(使)变脆弱vt. 提出,提供,清偿vi. 投标n. 看门人,看管人,供应船,小船,投标,偿付;['tend4]
tense;a. 紧张的,拉紧的vt.vi. (使)紧张,(使)拉紧n. 时态;[tens]
tentative;n. 试验,假设a. 试验性质的,暂时的;['tent4tiv]
tenuous;a. 稀薄的,微细的,纤细的,脆弱的;['tenju4s]
tepid;a. 微温的,温热的,不太热心的;['tepid]
terminate;a. 有结尾的,有限的vi. 结束,终止,满期vt. 使停止,使结束,使终止;['t4:mineit]
terrify;vt. 使恐怖,恐吓;['terifai]
terror;n. 恐怖,可怕的人;['ter4]
testify;vt.vi. 证明,作证,声明,表明;['testifai]
testimony;n. 证言,证据,声明;['testim4ni]
textile;n. 纺织品,织物a. 织的,可织的;['tekstail]
thaw;n. 融雪,融化,温暖气候vt. 使融解,使缓和vi. 融化,解冻;[73:]
theft;n. 盗窃,盗窃罪,赃物;[7eft]
theoretical;adj. 1 a. 理论 (上) 的,学理的,纯理论性的b. 理论上的,只有理论的,推想的,推理的2;[7i4'retikl]
thermometer;n. 温度计,体温计;[74'm3mit4]
thesis;n. 论题,论文;['7i:sis]
threaten;vt. 恐吓,威胁,预示...的凶兆vi. 威胁,恫吓,可能来临;['7retn]
threshold;n. 门槛,入口,开端,阈;['7re5h4uld]
thrift;n. 节约,繁荣;[7rift]
thrive;vi. 繁荣,兴旺,茁壮成长;[7raiv]
throng;n. 群,人群,群集,众多a. 拥挤的,忙的vi. 群集,蜂拥vt. 挤入,挤满;[7r36]
thrust;n. 插,戳,刺,推力,口头攻击vt.插入,猛推,刺,戳,延伸,强加,突然提出vi.插入,刺,强行推进,延伸,戳;[7r8st]
thump;n. 重打,重击声vt.vi. 重打,砰地撞到,用拳头打;[78mp]
tide;n. 潮,潮汐,趋势,高潮,涨潮,潮流vt. 使随潮漂流vi. 顺潮行驶;[taid]
tilted;倾斜的; [tilt]
timber;n. 木材,木料vt. 用木材建造;['timb4]
tingle;vi. 兴奋,激动,感到刺痛,抖动vt. 使感刺痛n. 刺痛,震颤,耳鸣;['ti6gl]
tint;n. 色彩,浅色vt. 染色于;[tint]
tiny;a. 很少的,微小的;['taini]
tip;n. 顶,尖端,梢,末端,倾斜,垃圾场,小费,秘密消息vt. 装顶端,使倾斜,使翻倒,给,泄露,告诫,轻击vi. 倾斜,翻倒,给小费,踮脚走,倾覆n. 提示,技巧;[tip]
tissue;n. 薄的纱织品,薄纸,连篇,组织,棉纸;['tisju:]
titanic;a. 四价钛的;[tai't1nik]
toe;n. 足趾,趾部,脚趾vt. 以趾踏触,用脚尖走vi. 动脚尖;[t4u]
tolerable;a. 可容忍的,可以的;['t3l4r4bl]
tolerate;vt.宽容,默认,有耐力;['t3l4reit]
toll;n. 通行费,代价,钟声vt. 征收,敲钟,引诱,勾引,鸣钟vi. 征税,鸣钟;[t4ul]
torment;n. 苦痛,拷问vt. 使苦恼,搅动,歪曲,拷问;['t3:ment,t3:'ment]
torpid;a. 麻痹的,迟缓的,迟钝的,蛰伏的;['t3:pid]
torturous;a. 拷问的,痛苦的;['t3:t54r4s]
touching;n. 触摸a. 动人的,悲惨的;['t8t5i6]
touchy;a. 易怒的,难以取悦的,过敏的;['t8t5i]
tow;n. 拖,拖曳所用之绳,麻的粗纤维vt. 拖,曳,牵引;[t4u]
tower;n. 塔,高楼,堡垒vi. 高耸,翱翔;['tau4]
trace;n. 痕迹,踪迹,缰绳,迹线vt. 追踪,回溯,描绘vi. 上溯,沿路走;[treis]
tractable;a. 易于管教的;['tr_kt_b_l]
tragedy;n. 悲剧,惨案,悲惨;['tr1d9idi]
trait;n. 特色,品质,少许,一笔,特性;[treit]
traitor;n. 叛逆者,叛国者;['treit4]
trample;n. 踩踏,蹂躏vt.vi. 践踏,轻视;['tr1mpl]
tranquil;a. 安静的;['tr16kwil]
transact;vt. 办理,处理,执行vi. 做交易,谈判;[tr1n'z1kt]
transaction;n. 交易,办理,执行,和解,学报,报告书;[tr1n'z1k54n]
transcend;vt. 超越,胜过;[tr1n'send]
transfix;vt. 刺穿,使呆住;[tr1ns'fiks]
transform;vt. 转换,改变,改造,使...变形vi. 改变,转化,变换;[tr1ns'f3:m]
transient;n. 暂态,短期居留者,候鸟,瞬变值a. 短暂的,易变的,瞬变的,路过的;['tr1nzi4nt]
transition;n. 转变,转换,变调,过渡时期,跃迁;[tr1n'si54n]
transitory;a. 暂时的,短暂的,昙花一现的;['tr1nsit4ri]
transparent;a. 透明的,显然的,明晰的n. 透明;[tr1ns'pA4r4nt]
transpire;vt. 使蒸发,使排出vi. 蒸发,发散,泄露;[tr1ns'pai4]
trap;n. 圈套,陷阱,诡计,存水弯vi. 设圈套,设陷阱vt. 诱捕,诱骗,抓住,使受限制;[tr1p]
trash;n. 垃圾,废物vt. 废弃;[tr15]
traverse;n. 横贯,横木,反驳,否认vt. 横过,穿过,经过,在...来回移动,反对vi. 横越,横断,旋转,来回移动a. 横断的,横的;['tr1v4:s]
treason;(U)  (对国家、君主) 叛逆 (罪);['tri:zn]
treatment;n. 治疗,待遇,处置;['tri:tm4nt]
tremble;n. 战栗,颤抖vi. 战栗,忧虑,微动;['trembl]
tremendous;a. 巨大的,非常的,可怕的;[tri'mend4s]
tremor;n. 震动,颤动;['trem4]
trend;n. 趋势,倾向,方位vi. 倾向,转向n. 趋势;[trend]
trepidation;n. 恐惧,惊惶,忧虑;[trepi'dei54n]
trial;n. 审判,试验,考验,麻烦事a. 尝试的,试验性的;['trai4l]
triangle;n. 三角形,三人一组,三角关系;['trai1ngl]
trickle;n. 滴,细流vi. 滴流,细细地流vt. 使滴,使细流;['trikl]
trifling;a. 些许的,不足道的,不足取的;['traifli6]
triumph;n. 凯旋,胜利,欢欣vi. 得胜,成功;['trai4mf]
trivial;a. 琐细的,日常的,轻微的,平常的;['trivi4l]
trot;n. 快步vi. 快步走,小跑步走vt. 使小跑;[tr3t]
trudge;n. 沉重的步伐,长途跋涉vi. 沉重地走,蹒跚地走vt. 跋涉;[tr8d9]
trying;a. 难受的,费劲的;['traii6]
tug;n. 用力拉,拖船,绳索,挣扎,苦干vi.vt. 用力拉;[t8g]
turmoil;n. 骚动,混乱;['t4:m3il]
twig;n. 小枝,末梢vt.vi. 注意,了解;[twig]
typical;a. 典型的,象征性的;['tipik4l]
ultimate;n. 终极,根本,顶点,基本原理a. 终极的,根本的,极限的,最大的,最后的;['8ltimit]
unanimity;n. 无异议,同意,一致;[jun4'nim4ti]
unanimous;a. 意见一致的,无异议的;[ju1:3'n1nim4s]
unbecoming;a. 不适合的,不得体的,不相配的;[8nbi'k8mi6]
unbiased;a. 没有偏见的;[8n'bai4st]
unblemished;a. 无瑕疵的,无缺点的,无污点的,清白的;[8n'blemi5t]
uncanny;a. 怪诞的,可怕的,离奇的,神秘的;[8n'k1ni]
unconscious;a. 无意识的;[8n'k354s]
unconventional;a. 非传统的;[8nk4n'ven54nl]
undaunted;a. 大无畏的,勇敢的;[8n'd3:ntid]
underestimate;n. 低估vt. 低估,看轻;['8nd4r'estimeit]
undertaking;n. 事业,企业,保证;['8nd4'teiki6]
undo;vt. 解开,打开,取消,扰乱,毁灭,破坏vi. 松开v. 撤销;['8n'du:]
unearth;vt. 发掘,掘出,发现,揭露,从洞中赶出;[8n'4:7]
unfair;a. 不公平的,不正直的,不正当的;['8n'fA4]
unfortunately;adv. 1 (无比较级、最高级)[修饰整句]不幸地,倒霉地,不巧地,遗憾地2 运气不好地;[8n'f3:t54n4tli]
unique;a. 独一无二的,独特的;[ju:'ni:k]
universal;a. 全世界的,普遍的,,通用的n. 一般概念;['ju:ni'v4:s4l]
universe;n. 宇宙,星系,思想等范围;['ju:niv4:s]
unruly;a. 难控制的,无法无天的,任性的;[8n'ru:li]
unseemly;a. 不体面的,不相配的,不好看的;[8n'si:mli]
unshaken;a. 坚决的,不动摇的,泰然自若的;[8n'5eik4n]
unveil;vt. 揭开,揭幕,除去...的面纱vi. 显露,除去面纱;[8n'veil]
uphold;vt. 支撑,赞成,坚持,举起,鼓励;[8p'h4uld]
upright;a. 正直的,诚实的,竖式的,垂直的,合乎正道的;['8prait]
uprising;n. 起义,升起;[8p'raizi6]
uproar;n. 喧嚣,骚动;['8pr3:]
upset;a. 烦乱的,不高兴vt. 颠覆,推翻,使心烦,使不适,扰乱vi. 翻倒;[8p'set]
urban;a. 都市的,住在都市的,习惯于都市的;['4:b4n]
urge;n. 冲动,推动力,迫切的要求vt. 驱策,力劝,力陈,推动vi. 强烈要求;[4:d9]
urgent;a. 紧急的,急切的,催促的;['4:d94nt]
useless;a. 无用的,无效的,无益的;['ju:zlis]
utility;n. 公用程序,实用品,实用,公用事业a. 实用的,有多种用途的n. 实用程序,工具;[ju:'tiliti]
utilize;vt. 利用;['ju:tilaiz]
vacant;a. 空的,空白的,空灵的,空缺的,茫然的;['veik4nt]
vacuum;n. 真空,空间,真空吸尘器a. 真空的,产生真空的,利用真空的vt. 用吸尘器打扫;['v1kju4m]
vague;a. 含糊的,不清楚的,茫然的;[veig]
valiant;a. 英勇的n. 勇敢的人;['v1lj4nt]
valid;a. 有确实根据的,有效的,正当的,正确的;['v1lid]
valor;n. 英勇,刚勇,勇猛;['v1l4]
vanish;vi.消失,不见,成为零;['v1ni5]
vanity;n. 虚荣心,虚无,手袋,空虚,自负;['v1niti]
vanquish;vt. 打败,征服,克服;['v16kwi5]
variable;n. 变数,可变物a. 可变的,不定的,易变的,变量的;['vA4ri4bl]
variant;n. 变体,异体a. 不同的,差别的;['vA4ri4nt]
variation;n. 变更,变化,变种,变奏;['vA4ri'ei54n]
various;a. 不同的,各种的,多方面的,杂色的,个别的,许多的;['vA4ri4s]
varnish;n. 油漆,清漆,掩饰,光泽面vt. 粉饰,涂油漆于,装饰,使有光泽;['va:ni5]
vary;vt. 改变,使多样化vi. 变化,不同,违反;['vA4ri]
vast;a. 巨大的,广大的,非常的,大量的;[va:st]
vault;n. 窖,地下室,撑杆跳,圆顶vt. 做成圆拱形,撑杆跳跃vi. 成穹状弯曲,跳跃;[v3:lt]
vehemence;n. 热烈,激烈;['vi:im4ns]
vehement;a. 热烈的,激烈的;['vi:im4nt]
vein;n. 血管,静脉,情绪,性情,纹理vt. 使成脉络,象脉络般分布于;[vein]
venerate;vt. 尊敬,崇敬,崇拜;['ven4reit]
ventilation;n. 通风,空气流通,公开讨论;['venti'lei54n]
venture;n. 冒险,风险vt.敢于,冒...的危险vi. 冒险;['vent54]
verdict;n. 裁决,判决,结论,定论,判断;['v4:dikt]
verify;vt. 查证,证实,检验v. 校验,检验;['verifai]
versatile;a. 多才多艺的,万用的,万向的;['v4:s4tail]
verse;n. 诗,韵文,诗句vt. 用诗表达vi. 作诗;[v4:s]
version;n. 版本,翻译;['v4:54n]
vertical;a. 垂直的,直立的;['v4:tik4l]
vestige;n. 遗迹,痕迹,退化的器官,丝毫,残余;['vestid9]
veteran;n. 老手,退伍军人,老兵,老树a. 老兵的,老练的,经验丰富的;['vet4r4n]
veto;n. 否决权vt. 否决,禁止;['vi:t4u]
vex;vt. 使烦恼,恼怒;[veks]
vibration;n. 振动,颤动;[vai'brei54n]
vigilant;a. 警醒的,警戒着的,警惕的;['vid9il4nt]
vigor;n. 精力,活力;['vig4]
vigorous;a. 精力充沛的,元气旺盛的,有力的;['vig4r4s]
vindicate;vt. 辩护,表白,维护;['vindikeit]
violate;vt. 违犯,亵渎,干扰,妨碍,侵犯,违反;['vai4leit]
violation;n. 违反,违背,妨碍;['vai4'lei54n]
violent;a. 暴力的,猛烈的,激烈的,歪曲的,凶暴的,极端的;['vai4l4nt]
virtually;ad. 事实上;['v4:tju4li]
virtue;n. 德行,美德,优点,英勇,效力;['v4:tju:]
virtuous;a. 有品德的,善良的,贞洁的,有效力的;['v4:tju4s]
vital;a. 重要的,生命的,致命的,生死攸关的;['vaitl]
vivid;a. 生动的,鲜明的,鲜艳的,清晰的,逼真的,活泼的;['vivid]
vocation;n. 天命,天职,职业,行业,才能;[v4u'kei54n]
vogue;n. 时尚,时髦,流行a. 流行的,时髦的;[v4ug]
void;n. 空虚,空间,空虚感,空隙,真空a. 空的,无人的,空闲的,无效的,无用的;[v3id]
volcano;n. 火山;[v3l'kein4u]
volume;n. 体积,大小,册,卷,容量,大量,音量,分量,许多vi. 成团卷起vt. 收集成卷;['v3ljum]
voluntary;a. 自动的,自愿的,故意的,自发的,非官办的n. 即兴演奏,志愿者;['v3l4nt4ri]
volunteer;n. 志愿者a. 志愿的vt.vi. 自愿;['v3l4n'ti4]
vote;n. 投票,选举,选票,得票数,选举权vi. 投票,选举vt. 投票选举,投票决定,公认,使投票;[v4ut]
vulgar;a. 粗俗的,庸俗的,本土的,通俗的,普通的;['v8lg4]
vulgarity;n. 粗俗,粗鄙,粗话;[v8l'g1r4ti]
vulnerable;a. 易受伤害的,有弱点的,成局的,脆弱的,易受攻击的;['v8ln4r4bl]
waddle;vi. 1  <鸭、鹅等> 摇摇摆摆地走,蹒跚地走2  <肥胖者等>  (如鸭子般) 摇摇摆摆地走 (C) 摇摆地走路 [步子];['w3dl]
wade;vi. 跋涉vt. 涉水n. 跋涉,浅滩;[weid]
wag;vt. 摇摆,摇动,饶舌vi. 摆动,喋喋不休n. 摇摆,小丑;[w1g]
wand;n. 棒,棍,杖;[w3nd]
ware;n. 制品,器具,陶器,商品vt. 留心,小心a. 知道的,意识到的;[wA4]
warily;ad. 留心地,小心地;['wAr4li]
warn;vt. 警告,注意,通知vi. 发出警告;[w3:n]
warrant;n. 正当理由,根据,证明,批准,委任状,许可证,凭证vt. 保证,辩解,使有正当理由,批准;['w3r4nt]
warranty;n. 担保,保证,根据;['w2:4nti]
wary;a. 小心的,机警的,周到的,唯恐的;['wA4ri]
watch;n. 手表,看守,值班人,监视vt. 看,注视,照顾,监视,守护,看守vi. 观看,注视,守候;[w3t5]
waver;n. 动摇,踌躇,挥动者vi. 摇摆,颤抖,犹豫,摇曳;['weiv4]
weather;n. 天气,气候,气象,处境a. 迎风的vt. 使受风吹雨打,侵蚀,使风化,经受住vi. 风化,受侵蚀,经受风雨;['we04]
weird;a. 怪异的,超自然的,不可思议的,超乎事理之外的n. 命运,预言,符咒;[wi4d]
welfare;n. 福利,安宁,幸福,福利事业a. 福利的;['welfA4]
wheedle;vt. 以甜言蜜语诱惑,用甜言蜜语骗,vi. 哄骗;['hwi:dl]
whim;n. 一时的兴致,幻想,反复无常,怪念头;[wim]
whir;n. 呼呼声,飕飕声vi. 作呼呼声,发飕飕声vt. 使呼呼响;[w4:]
whit;n. 些微,一点点;[wit]
wholesome;a. 有益健康的,合乎卫生的,健全的,审慎的,有生气的,有益的;['h4uls4m]
wield;vt. 使用,挥舞,运用;[wi:ld]
wistful;a. 渴望的,想望的;['wistful]
withdraw;vt. 撤回撤销,移开,拉开vi. 撤退,离开;[wi0'dr3:]
wither;vt. 使凋谢,使消亡,使畏缩vi. 枯萎,衰退;['wi04]
witness;n. 证人,目击者,证词,证明,证据vt. 目击,作证,经历,表明,证明vi. 作证人,成为证据;['witnis]
witty;a. 富于机智的,诙谐的;['witi]
worldly;a. 世间的,世俗的,世上的;['w4:ldli]
worthy;n. 杰出人物,有价值的人,家伙a. 有价值的,可敬的,值得的,相称的;['w4:0i]
wrath;n. 愤怒,激怒,猛烈的力量,神谴;[r3:7]
wring;n. 扭绞,拧,挤,榨vt. 拧,绞,扭,榨取,使痛苦,折磨,勒索vi. 蠕动,扭动,绞,扭;['ri6]
