abandon;vt. ·ÅÆú,³ÁÄçn. ·ÅÈÎ;[4'b1nd4n]
shrink;n. ÊÕËõ,Î®Ëõ,Î·Ëõvi. ÊÕËõ,ÍËËõ,Î·Ëõ,ËõÐ¡,Î®Ëõvt. Ê¹ÊÕËõ,Ê¹ËõÐ¡;[5rink]
shuffle;n. ÍÏ×Å½Å×ß,Ò·²½,Ï´Ö½ÅÆ,ÃÉ»ìvt.vi. ÍÏÒ·,½ÁÂÒ,Ï´ÅÆ,ÍÆÚÃ,ÂýÍÌÍÌµØ×ß;['58fl]
shun;vt. ±Ü¿ª,¹æ±Ü,±ÜÃâ;[58n]
shy;n. ¾ªÌø,¾ª±Üa. µ¨ÇÓµÄ,Î·ËõµÄ,»³ÒÉµÄ,ÐßÇÓµÄvi. ¾ªÌø,ÂÒÍ¶,±Ü¿ª,Ñá¶ñvt. ÂÒÍ¶,ÂÒÖÀ;[5ai]
sick;n. ²¡ÈËa. ²»Êæ·þ,ÓÐ²¡µÄ,¶ñÐÄµÄ,²¡Ì¬µÄ,¿ÊÍûµÄ,Ñá¶ñµÄvt. Å»ÍÂ,Ê¹¹·È¥¹¥»÷;[sik]
sicken;vt. »¼²¡,Ê¹Ñá¾ë,Ê¹¶ñÐÄvi. Éú²¡,×÷Å»;['sikn]
siege;n. °üÎ§,Î§¹¥,ÔÙÈýµÄÅ¬Á¦vt. °üÎ§,Î§¹¥;[si:d9]
sigh;n. Ì¾Ï¢vi. Ì¾Ï¢,¿ÊÍûvt. Ì¾Ï¢×ÅËµ;[sai]
significant;a. ÖØÒªµÄ,ÓÐº¬ÒåµÄ,·ÇÅ¼È»µÄ,ÓÐÐ§µÄ,°µÊ¾µÄ;[sig'nifik4nt]
signify;vt. ÏóÕ÷,Ô¤Ê¾vi. Òª½ô;['signifai]
silica;n. ¹èÊ¯,ÎÞË®¹èËá,¹èÍÁ;['silik4]
silly;a. ÓÞ´ÀµÄ,ºýÍ¿µÄ;['sili]
simulate;vt. Ä£Äâ,¼Ù×°,Ä£·Â;['simjuleit]
simultaneously;adv. 1 Í¬Ê±µØ2 Í¬Ê±µØ[with];[_sim_l'teinj_sli]
sin;n. ×ï,·¸×ï,Ê§Àñ,¹ýÊ§,·¸·¨vt.vi. ·¸;[sin]
singe;vt.vi. ÉÕ½¹,¿¾½¹;[sind9]
sinister;a. ²»¼ªÀûµÄ,Ð×¶ñµÄ,×ó±ßµÄ;['sinist4]
site;n. Î»ÖÃ,³¡Ëù,µØµãvt. ¶¨Î»;[sait]
skeptic;n. »³ÒÉÕß,»³ÒÉÂÛÕß,ÎÞÉñÂÛÕß;['skeptik]
skeptical;adj. 1 a. »³ÒÉµÄ,¶àÒÉµÄb. [¶Ôÿ]»³ÒÉµÄ,²»ÐÅµÄ[about,of]2 ÎÞÉñÂÛµÄ adv. ~ly;['skeptikl]
sketch;n. ËØÃè,²ÝÍ¼,Ð¡Æ·vt.vi.Ãè»æÂÔÍ¼,Ð´Éú;[sket5]
skillful;a. ÊìÁ·µÄ,ÇÉÃîµÄ;['skilful]
skim;vt. Æ²_¡Ä?ÂÔ¶Á,ÂÓ¹ývi. ²Á¹ý,ä¯ÀÀn. ÍÑÖ¬Èé,²Á¹ýa. Æ²_¡Ä_Ëµ?;[skim]
skimpy;a. ²»×ãµÄ,ÁßØÄµÄ;['skimpi]
slacken;vt.Ê¹ËÉ³Ú,·ÅËÉ,·ÅÂývi.±äËÉ³Ú,¼õÈõ,´ôÖÍ;['sl1k4n]
slag;n. ÈÛÔü,ÌúÐ¼,¿óÔüvt. Ê¹±ä³ÉÈÛÔüvi. ±äÈÛÔü;[sl1g]
slander;n. ÖÐÉË,·Ì°ùvt. ÖÐÉË,·Ì°ù;['sla:nd4]
slant;n. ÇãÐ±,Ð±Ãæ,ÍáÇú,Æ«¼û,¹Ûµãa. ÇãÐ±µÄvt.vi. (Ê¹)ÇãÐ±;[sla:nt]
slap;n. Þâ,ÎêÈè,ÅÄ»÷Éùvt.vi. ÅÄ»÷,ÎêÈèad. ÕýÃæµØ,Ö±½ÓµØ,Í»È»µØ;[sl1p]
slight;n. ÇáÃï,µ¡Âýa. ÇáÎ¢µÄ,ÏËÏ¸µÄ,,ÃçÌõµÄ,´àÈõµÄvt. ÇáÊÓ,ºöÂÔ,µ¡Âý;[slait]
slim;a. ÊÝµÄ,ÃçÌõµÄ,ÎÞ¼ÛÖµµÄ,Ï¡ÉÙµÄvi. ±äÃçÌõvt. Ê¹ÃçÌõ;[slim]
slippery;a. »¬µÄ,¹â»¬µÄ,¿¿²»×¡µÄ,º¬ºýµÄ,²»ÎÈ¹ÌµÄ,Ô²»¬µÄ;['slip4ri]
slogan;n. ÄÅº°Éù,±êÓï,¿ÚºÅ;['sl4ug4n]
slope;n. ÇãÐ±,Ð±ÆÂ,Ð±ÂÊ,ÞçÇ¹µÄ×ËÊÆvt. Ê¹ÇãÐ±,ÅªÐ±,Þçvi. ÇãÐ±,ÌÓ×ß;[sl4up]
sloppy;a. ±»ÆÃË®ÅªÊªµÄ,ÄàÅ¢µÄ,¶àÒõÓêµÄ,´ÖÐÄµÄ;['sl3pi]
slovenly;adj. ²»ÐÞ±ß·ùµÄ,åååÝµÄ,ÀÁÉ¢µÄ adv. ²»ÐÞ±ß·ùµØ,ÀÁÉ¢µØ n. -liness;['sl_v_nli]
slug;n. ±ÇÌé³æ,ÀÁºº,×Óµ¯,½ðÊôÐ¡¿évi. ÍµÀÁ,²¶±ÇÌé³ævt. ²åÇ¶Æ¬ÓÚ;[sl8g]
sluggish;a. ÍµÀÁµÄ,ÀÁ¶èµÄ,³Ù¶ÛµÄ;['sl8gi5]
slump;n. ±©µø,ÒâÆøÏû³Ávi. ÃÍÈ»µôÂä,ÏÝÈë,Ïû³Á;[sl8mp]
sly;a. ½Æ»«µÄ,¹îÃØµÄ,ÌÔÆøµÄ,ÍµÍµÃþÃþµÄ;[slai]
smash;n. ´òËé,·ÛËé,ÃÍ»÷,¿ÛÇò,É±Çò,¼ÙÓ²±Òa. ·Ç³£µÄ,ÁË²»ÆðµÄvt. ´òËé,·ÛËé,»÷À£,Ê¹ÓÃ¼ÙÓ²±Ò,Ê¹ÁÑ±ä,Ê¹ÆÆ²úad. ºäÂ¡Ò»Éù;[sm15]
smear;vt. Í¿,²ÁÉÏ,çèÎÛ,Ä¨²ÁÊ¹±äÄ£ºývi. ±»ÅªÔàn. ÎÛµã,ÎÛ¼£,ÎÛÃï;[smi4]
smell;n. Î¶µÀ,ÆøÎ¶,Ðá¾õ,·çÎ¶,³ôÎ¶,Ðávt. ÎÅ,Ì½³ö,²ì¾õ,·¢³ö...µÄÎ¶µÀvi.Ðá,É¢·¢ÆøÎ¶,·¢³ô;[smel]
smother;vt. Ê¹´­²»¹ýÆø,Ê¹ÖÏÏ¢,ÃÆÏ¨,¸²¸Ç,ÒÖÖÆ,ÈÌ×¡vi. ÖÏÏ¢,±»ÒÖÖÆn. Å¨ÑÌ,ÖÏÏ¢×´Ì¬,ÔÓÂÒÎÞÕÂ;['sm804]
snag;n. ²Ð¸É,¸ùÖê,¶ÏÑÀ,ÒâÍâÕÏ°­vt. ×è°­,ÇÀµ½,Çå³ýÕÏ°­Îï;[sn1g]
snap;vt. Ò§¶Ï,ÃÍÒ§,Õù¶á,À­¶Ï,Ê¹ÓÐÅ¾Å¾Éù,ÓÃ¿ìÕÕÅÄÉãvi. Ò§,ÆË,×¥,ÕÛ¶Ï,ÅéÈ»¹ØÉÏ,À÷ÉùËµ,ÅüÅ¾µØÏìn. ÃÍÒ§,ÃÍÆË,ÅüÅ¾Éù,Éê³â,Ã¡Âî,¿ìÕÕ,ÞìÅ¥,ÉÙÁ¿,»îÁ¦a. Í»È»µÄ,×°´î¿ÛµÄ,;[sn1p]
sneak;vi. ¹í¹íËîËî×öÊÂvt. ÍµÍµÃþÃþµØ×ön. ¹í¹íËîËîµÄÈË,ÂÃÐÐÐ¬,ÍµÍµÃþÃþµÄÐÐÎª;[sni:k]
sneer;n. ÀäÐ¦,³°Ð¦vi. ³°Ð¦,ÀäÐ¦vt. ³°Ð¦×ÅËµ,³°Ð¦×ÅÊ¹;[sni4]
snobbish;a. ³äÉðÊ¿ÆøÅÉµÄ,Ë×²»¿ÉÄÍµÄ,ÊÆÀûµÄ;['sn3bi5]
sober;a. ÇåÐÑµÄ,ÎÈÖØµÄ,½ÚÖÆµÄ,ÑÏËàµÄ,ÆÓËØµÄ,ºÏÀíµÄ,²»¿ä´óµÄvt. Ê¹ÇåÐÑ,Ê¹ÑÏËàvi. ´Ó×íÀïÐÑÀ´,±äÑÏËà;['s4ub4]
sociable;a. ºÃ½»¼ÊµÄ,Éç½»µÄ,ÓÑÉÆµÄn. ÁªÒê»á;['s4u54bl]
sojourn;n. ¶ºÁô,ÂÃ¾Óvi. ¶ºÁô,ÂÃ¾Ó;['s3d94:n]
solar;a. Ì«ÑôµÄ,ÈÕ¹âµÄ,Ô´×ÔÌ«ÑôµÄ;['s4ul4]
sole;n. ½ÅÕÆ,Ð¬µ×,µ×²¿a. Î¨Ò»µÄ,½öÓÐµÄ,µ¥¶ÀµÄ,¶ÀÉíµÄvt. ÉÏÒÔÐ¬µ×,´¥µ×;[s4ul]
solemn;a. ÑÏËàµÄ,Ö£ÖØµÄ,×¯ÑÏµÄ;['s3l4m]
solicit;vt.vi. ÇëÇó,ÆòÇó,ÓÕ»ó,Õ÷Çó;[s4'lisit]
solicitous;a. ÈÈÐÄµÄ,¿ÊÍûµÄ,ÈÈÇÐÆÚÍûµÄ;[s4'lisit4s]
solidly;adv. ¼áÓ²µØ, ÎÈ¹ÌµØ;['s_lidli]
solitary;n. ¶À¾ÓÕßa. ¹Â¶ÀµÄ,¶À¾ÓµÄ;['s3lit4ri]
solitude;n. ¹Â¶À,µ¥¶À,¹Â¼Å;['s3litju:d]
somewhat;n. Ä³Îï,¼¸·Öad. ¶àÉÙ,¼¸·Ö;['s8mw3t]
soothe;vt. »ººÍ,Ê¹°²¾²,°²Î¿,·î³Ðvi. Æð°²Î¿×÷ÓÃ;[su:0]
souvenir;n. ¼ÍÄîÆ·;['su:v4ni4]
sovereignty;n. Ö÷È¨,¶ÀÁ¢¹ú;['s3vrinti]
spaceship;n. Ì«¿Õ´¬;['speis5ip]
spacious;a. ¹ã´óµÄ,´ó¹æÄ£µÄ;['spei54s]
spawn;n. ÂÑ,ÓãÂÑvt. ²úÂÑ,Äð³Évi. ²úÂÑ;[sp3:n]
spectacle;n. ÖµµÃ¿´µÄ¶«Î÷,¹â¾°,¹«¿ªÕ¹Ê¾,³¡Ãæ;['spekt4kl]
spectacular;a. ¹«¿ªÕ¹Ê¾µÄ,¾ªÈËµÄn. Õ¹ÀÀÎï;[spek't1kjul4]
spectator;n. ¹ÛÖÚ,Ä¿»÷Õß,ÅÔ¹ÛÕß;[spek'teit4]
speculate;vi. ÉîË¼,ÍÆ²â,Í¶»ú;['spekjuleit]
speedy;a. ¿ìµÄ,Ñ¸ËÙµÄ;['spi:di]
spew;vi. Å»ÍÂ,ÅçÓ¿vt. Å»³ö,Åçn. Å»ÍÂÎï,ÅçÓ¿Îï;[spju:]
sphere;n. Çò,ÇòÃæ,ÇòÌå,·¶Î§,µØÇòÒÇvt. °üÎ§,Ê¹³ÉÇòÌå,·ÅÈëÇòÄÚ;[sfi4]
spine;n. ±³¹Ç,¼¹Öù,¼â´Ì;[spain]
spineless;a. ÎÞ¼¹×µµÄ,Ã»ÓÐ¹ÇÆøµÄ,Å³ÈõµÄ;['spainlis]
spleen;n. Æ¢Ôà,»µÆ¢Æø,Ô¹ºÞ;[spli:n]
splendid;a. ¹âÁÁµÄ,ÁË²»ÆðµÄ,²ÓÀÃµÄ,½Ü³öµÄ,ÏÔÖøµÄ,×³ÀöµÄ;['splendid]
splendor;((Ó¢))splen.dour['splend2] (U) [³£ ~s]1 ²ÓÀÃ,¹â»Ô,¹â²Ê2 »ªÀö,ÌÃ»Ê;['splend_]
spoil;n. Õ½ÀûÆ·,ÔßÎï,´ÎÆ·,ÂÓ¶á,½±Æ·vt. Ëð»µ,ÆÆ»µ,Äç°®vi. ¸¯»µ,ÂÓ¶á;[sp3il]
spontaneous;a. ×ÔÈ»µÄ,×Ô·¢µÄ,Î´¾­×ÁÄ¥µÄ;[sp3n'teinj4s]
sporadic;a. Å¼¶û·¢ÉúµÄ,ÁãÐÇ·¢ÉúµÄ,·ÖÉ¢µÄ;[sp4u'r1dik]
spot;n. ÎÛµã,µØµã,°ßµã,µã,ÉÙÁ¿,´¦¾³,È±µãa. µ±³¡µÄ,ÏÖ³¡µÄ,ÏÖ»õÂòÂôµÄvt. µã×º,çèÎÛ,ÓÃµÆ¹âÕÕÉä,×¼È·¶¨...µÄÎ»,ÈÏ³ö;[sp3t]
spouse;n. ÅäÅ¼,·òÆÞ;[spauz]
spout;n. Åç¿Úvt. Åç³ö,ÅçÉä,ÌÏÌÏ²»¾øËµ³ö,µäÑºvi. ÅçÉä,¸ßÌ¸À«ÂÛ;[spaut]
sprawl;vi. Éì¿ªÊÖ×ãÌÉ,ÅÀÐÐ,ÂûÉú,ÂûÑÓvt. ÀÁÉ¢µØÉì¿ª,Ê¹ÂûÉú,ÁÊ²ÝµØÊéÐ´n. Éì¿ªÊÖ×ãµÄ×ËÊÆ;[spr3:l]
spray;n. Ë®Ä­,ÀË»¨,Ë®»¨,Ð¡Ê÷Ö¦,ÅçÎíÆ÷,ÅçÎívt. ÅçÎí,É¨Éä,ÅçÉävi. Åç,½¦É¢;[sprei]
spring;n. ´ºÌì,µ¯»É,ÌøÔ¾,µ¯ÐÔ,Ô´Èª,Èªa. ´ºÌìµÄvi. Ìø,µ¯Ìø,Ó¿³ö,¸ßËÊ,ÁÑ¿ª,Éú³¤;[spri6]
sprout;n. Ñ¿,ÃÈÑ¿vt. Ê¹·¢Ñ¿,ÕªÈ¥Ñ¿vi. ³¤Ñ¿,³éÌõ;[spraut]
spurt;n. ÅçÉä,³å´Ìvt. ÅçÉävi. Åç³ö,±Å·¢,³å´Ì;[sp4:t]
squabble;vi. Õù³³,¿Ú½Çn. Õù³³,¿Ú½Ç;['skw3bl]
squad;n. °à,Ð¡¶Ó,Ð¡¼¯ÍÅvt. ±à³É°à;[skw3d]
squander;vt. ÀË·Ñ,Ê¹·ÖÉ¢vi. ÀË·Ñ,Æ¯²´,ËÄÉ¢;['skw3nd4]
square;n. Õý·½ÐÎ,½ÖÇø,Ö±½Ç³ß,Æ½·½,¹ã³¡a. Õý·½ÐÎµÄ,ÕýÖ±µÄ,¹«ÕýµÄ,Á½ÆýµÄ,¾ØÐÎµÄ,Æ½·½µÄad. ³ÉÖ±½ÇµØ,¶Ô×¼µØvi. Ò»ÖÂ,·ûºÏ,½áÇåvt. Ê¹³É·½ÐÎ,Ê¹Æ½·½×Ô³Ë,Ê¹Ò»ÖÂ,½áÇå,µ÷Õý;[skwA4]
squash;n. Ñ¹ËéµÄ¶«Î÷,ÄÏ¹Ï,Óµ¼·àÐÔÓµÄÈËÈºvt. Ñ¹±â,ÕòÑ¹,Ñ¹ÖÆvi.±»Ñ¹±â,·¢½¦ÆÃÉù,¼·Èë;[skw35]
squeak;n. Ö¨Ö¨Éù,»ú»ávi. Ö¨Ö¨½Ð,¸æÃÜ,½ÄÐÒ³É¹¦vt. ÒÔ¶Ì´Ù¼âÉù·¢³ö;[skwi:k]
squeeze;n. ½ôÎÕ,¼·,Õ¥,Ó¶½ð,Ñ¹Õ¥,Õ¥È¡vt. ½ôÎÕ,¼·,Õ¥È¡vi. Ñ¹Õ¥,Õ¥;['skwi:z]
stab;n. ´Ì,´Á,Å¬Á¦,³¢ÊÔ,¾çÍ´vt.´Ì,´Á,´ÌÈë,Ê¹ÉËÐÄ,Ê¹¹á´©,´ÌÍ´vi. ´Ì,´ÌÉË;[st1b]
stable;n. Âí·¿,Å£Åïa. ÎÈ¶¨µÄ,°²¶¨µÄ,¼á¹ÌµÄ,¼á¶¨µÄvt. ¸ÏÈëÂí·¿;['steibl]
staff;n. È«ÌåÈËÔ±,Í¬ÊÂ,¹÷°ô,¸Ë,È¨ÕÈ,Ö§Öù,¹ÕÕÈvt. Îª...Åä±¸ÈËÔ±;[sta:f]
stagger;n. õçõÇ,³ì³ùvi. õçõÇ,ÓÌÔ¥vt. Ê¹Ò¡°Ú,Ê¹³ì³ù,½»´í,´í¿ªa. ½»´íµÄ,´í¿ªµÄ;['st1g4]
stale;n. Äòa. ²»ÐÂÏÊµÄ,³Â¸¯µÄ,Æ£¾ëµÄ,³Â¾ÉµÄvt. Ê¹±ä¾É,×ßÎ¶vi. ±ä³Â¾É,±äÎÞÎ¶,Ê§Ê±Ð§,ÈöÄò;[steil]
stalk;n. ¾¥,×·×Ù,¸ßÊÓÀ«²½vi. ÇÄÇÄ¿¿½ü,õæÊÖõæ½ÅµØ×ß½ü,ÂûÑÓ,¸ßÊÓÀ«²½vt. ×·×Ù,ËÑË÷;[st3:k]
stall;n. ¾Ç,Í£³µ´¦,ÄÁÊ¦Ö°Î»,ÍÏÑÓ,ÍÐ´Ç,»õÌ¯vt. ¹ØÈë¾Ç,Í£¶Ù,Ê¹ÏÝÓÚÄàÖÐ,Ö§Îá,ÍÆÍÐvi. ±»¹ØÔÚ¾ÇÄÚ,ÏÝÓÚÄàÖÐ,Í£Ö¹,Ö§Îá;[st3:l]
stamina;n. ¾«Á¦,»îÁ¦,ÄÍÁ¦,stamenµÄ¸´Êý;['st1m4n4]
stand;n. Õ¾Á¢,Õ¾×¡,Í£¶Ù,½²Ì¨,·¨ÔºÖ¤ÈËÏ¯,Á¢³¡vi. Õ¾,Á¢,×øÂä,Í£ÖÍ,Î¬³ÖÔ­×´,¼á³Övt.ÈÌÊÜ,Ê¹Õ¾Á¢,½ÓÊÜ;[st1nd]
startle;n. ¾ªãµ,¾ª¿Övt. ³Ô¾ª,Ê¹¾ªãµvi. ¾ªÆð;['sta:tl]
starve;vt. Ê¹¶öËÀvi. ¶öµÃÒªËÀ;[sta:v]
static;n. ¾²µç,¾²µç¸ÉÈÅa. ¾²Ì¬µÄ,¾²µçµÄ;['st1tikl]
stationary;"adj. 1 a. ²»¶¯µÄ,¾²Ö¹µÄ,Í£Ö¹µÄb.  (²»ÒÆ¶¯¶ø) ¶¨¾ÓµÄc. ÎÞ±ä»¯µÄ,Í£ÖÍµÄ; ÎÞÔö¼õ [±ä¶¯] µÄ2 ¹Ì¶¨µÄ";['stei__n_ri, -neri]
stationery;n. ÎÄ¾ß,ÐÅÖ½;['stei54n4ri]
statistics;n. Í³¼ÆÑ§,Í³¼Æ±í;[st4'tistiks]
statue;vt. ÒÔµñÏñ×°ÊÎn. µñÏñ;['st1tju:]
status;n. ×´Ì¬,ÇéÐÎ,µØÎ»,ÖØÒªÉí·Ýn. ×´Ì¬;['steit4s]
steadfast;a. ¼á¶¨µÄ,Ì¤ÊµµÄ,¹Ì¶¨µÄ,²»±äµÄ;['stedf4st]
steady;a. ÎÈ¶¨µÄ,²»¶¯Ò¡µÄ,³Á×ÅµÄ,¿É¿¿µÄ,¼á¶¨µÄ,ÎÈ¹ÌµÄvt. Ê¹ÎÈ¶¨,Ê¹¼á¶¨vi. ±äÎª³Á×Å,ÎÈ¹Ì;['stedi]
sterile;a. ²»Ã«µÄ,²»ÔÐµÄ,ÎÞ¾úµÄ,¿ÝÔïµÄ,ÎÞÐ§µÄ,Æ¶ñ¤µÄ;['sterail]
stem;n. ¾¥,±ú,¶ÂÈûÎï,ÑªÍ³,´¬Ê×vt. Õªµô¾¥,×°±úÓÚ,ÄæÐÐ,¶Â×¡,×èÖ¹vi. ¶Â×¡,ÄæÐÐ;[stem]
sticky;a. Õ³µÄ,ÓÐÕ³ÐÔµÄ,Íç¹ÌµÄ;['stiki]
stiff;a. ¼áÓ²µÄ,ÑÏÀ÷µÄ,´ô°åµÄ,ÉúÓ²µÄ,¸ÕÇ¿µÄ,ÃÍÁÒµÄ,¼èÄÑµÄ,³íµÄ,Õ³µÄn. ËÀÊ¬,×í¹í,³®Æ±vt. ²»¿Ï¸¶...Ð¡·Ñ;[stif]
still;n. ÕôÁóÊÒ,¼Å¾²,¾çÕÕvt. vi. ÕôÁó,(Ê¹)Æ½¾²,(Ê¹)¾²Ö¹a. ¾²Ö¹µÄ,²»¶¯µÄ,¾²ÎïÉãÓ°µÄ,²»ÆðÅÝµÄ,¾²¼ÅµÄad. ÈÔÈ»,¸ü,¾²Ö¹µØconj. È»¶ø,µ«ÊÇ;[stil]
stimulate;vt. ´Ì¼¤,¼¤Àø,¹ÄÎèvi. Æð´Ì¼¤×÷ÓÃ;['stimjuleit]
stingy;a. Ð¡ÆøµÄ,ÁßØÄµÄ,È±·¦µÄ,ÓÐ´ÌµÄ;['stind9i]
stipulate;vt.vi. ¹æ¶¨,±£Ö¤;['stipjuleit]
stocky;a. °«ÅÖµÄ,½¡×³½áÊµµÄ;['st3ki]
stodgy;a. ²»Ò×Ïû»¯µÄ,ÈûÂúµÄ,±¿ÖØµÄ,Ó¹Ë×µÄ,Æ½·²µÄ;['st3d9i]
stout;n. ÁÒÆ¡¾Æ,°«ÅÖ×Óa. Ç¿×³µÄ,ÎÈÖØµÄ,ÓÂ¸ÒµÄ,°«ÅÖµÄ,½áÊµµÄ,¼á¶¨µÄ;[staut]
strain;n. ½ôÕÅ,À­½ô,ÕÅÁ¦,¹ýÀÍ,Å¤ÉË,ÑªÍ³,ÑªÔµ,ÖÖ,×å,ÆøÖÊ,¿ÚÎÇ,ÐýÂÉ,Çúµ÷vt. Ê¹ÀÍÀÛ,À­½ô,¹ý·ÖÊ¹ÓÃ,Å¤ÉË,ÂË,Çú½âvi. ¾¡Á¦,Å¬Á¦,±»ÂË³ö,ÍäÇú,½ôÀ­;['strein]
strait;n. º£Ï¿,À§ÄÑa. À§ÄÑµÄ,¾½ÆÈµÄ,ÏÁÕ­µÄ;[streit]
strap;n. ´ø,Æ¤´øvt. ÓÃÆ¤´øÀ¦Ôú;[str1p]
strengthen;vt. ¼ÓÇ¿,±ä¼á¹Ìvi. ±äÇ¿,¹ÉÆ±ÉÏÕÇ;['stre674n]
strenuous;a. ·Ü·¢µÄ,ÈÈÐÄµÄ,ÈÈÁÒµÄ,½ôÕÅµÄ;['strenju4s]
stride;n. ´ó²½,Ò»¿ç²½,½ø²½vi.vt. Âõ´ó²½×ß,¿ç¹ý,¿ç;[straid]
stringent;a. ÆÈÇÐµÄ,ÑÏÀ÷µÄ,Òø¸ù½ôµÄ;['strind94nt]
strip;n. ³¤Ìõ,Ìõ×´,´ø,ÍÑÒÂÎèvt. ÍÑÒÂ,±»°þÈ¥,°þ¶á,²ðÐ¶vi. ÍÑÒÂ·þ;[strip]
strive;vi. Å¬Á¦,·Ü¶·,¶·Õù;[straiv]
stroll;n. ÏÐ¹ä,Âþ²½vi.vt. ÏÐ¹ä,Âþ²½;[str4ul]
stubborn;a. Íç¹ÌµÄ,²»Ìý»°µÄ,Ö´ÞÖµÄ,¼¬ÊÖµÄ;['st8b4n]
stuffy;a. ÃÆÈÈµÄ,ÖÏÏ¢µÄ,×ÔÒÔÎªÊÇµÄ,¹Ê²½×Ô·âµÄ,·¦Î¶µÄ;['st8fi]
stun;vt. Ê¹ÔÎµ¹,Ê¹¾ªÏÅ,´òÔÎn. ÔÎÑ£,ÃÍ»÷;[st8n]
stunt;n. ÌØ¼¼,¾ø¼¼,»¨ÕÐ,àåÍ·,°«Ð¡Îï,·¢Óý³Ù»º,ÊÖÍóvt. ×è°­³É³¤vi. ±íÑÝÌØ¼¼;[st8nt]
sturdy;a. Ç¿½¡µÄ,½¡È«µÄ;['st4:di]
subjection;n. Õ÷·þ,·þ´Ó,Á¥Êô;[s4b'd9ek54n]
sublimate;vt. Ê¹Éý»ª,Ê¹¸ßÉÐvi. Éý»ª,´¿»¯a. ´¿¾»»¯µÄ,¸ßÉÐµÄ,ÀíÏë»¯µÄ,ÆøÖÊ¸ß¹óµÄn. Éý»ªÎï;['s8blimeit]
submerge;vt. Ê¹½þË®,Ê¹ÏÝÈë,ÑÍÃ»vi. Ç±ÈëË®ÖÐ,;[s8b'm4:d9]
submission;n. Çü·þ,·þ´Ó,Ç«Ñ·,Òâ¼û,Ìá½»,µÝ³Ê;[s8b'mi54n]
submissive;a. ·þ´ÓµÄ,Ë³´ÓµÄ,ÈáË³µÄ;[s8b'misiv]
submit;vt. Ê¹·þ´Ó,Ê¹ÊÜµ½,ÈÏÎª,Ìá³övi. Çü·þ,·þ´Ó;[s8b'mit]
subordinate;n. ÊôÏÂ,¸½ÊôÎïa. ÏÂ¼¶µÄ,´ÎÒªµÄ,¸½ÊôµÄvt. Ê¹¾ÓÏÂÎ»,Ê¹·þ´Ó;[s4'b3:d4nit]
subsequent;a. ºóÀ´µÄ,²¢·¢µÄ;['s8bsikw4nt]
substantial;n. ÖØÒª²¿·Ö,±¾ÖÊa. ÊµÖÊÉÏµÄ,ÎïÖÊµÄ,ÓÐÄÚÈÝµÄ,½áÊµµÄ;[s4b'st1n54l]
substantiate;vt. Ê¹ÊµÌå»¯,Ö¤Êµ;[s4b'st1n5ieit]
substantive;a. ±íÊ¾ÊµÔÚµÄ,ÓÐÊµÖÊµÄ,¶ÀÁ¢µÄn. Êµ´Ê,Ãû´Ê;['s8bst4ntiv]
subtract;vt. ¼õÈ¥,¿Ûµô,¼õÉÙvi. ×÷¼õ·¨;[s4b'tr1kt]
subvert;vt. ÍÆ·­,µß¸²,»ÙÃð;[s4b'v4:t]
successful;a. ³É¹¦µÄ,Ò»·«·çË³µÄ,·É»ÆÌÚ´ïµÄ;[s4k'sesful]
successive;a. ¼Ì³ÐµÄ,Á¬ÐøµÄ;[s4k'sesiv]
succinct;a. ¼ò½àµÄ,½ôÉíµÄ;[s4k'si6kt]
succumb;vi. Çü´Ó,Çü·þ,ËÀ;[s4'k8m]
sufficient;a. ³ä·ÖµÄ,×ã¹»µÄ;[s4'fi54nt]
suffuse;vt. ±é²¼,ÃÖÂþ,³äÂú;[s4'fjuz]
suggest;vt. ÌáÒé,½¨Òé,´Ù³É,Ê¹ÈËÏëÆð,Æô·¢,°µÊ¾;[s4'd9est]
suitable;a. ÊÊµ±µÄ,ÏàÅäµÄ;['sju:t4bl]
sullen;a. ã³Å­µÄ,³Á³Á²»ÀÖµÄ,Òõ³ÁµÄ;['s8l4n]
sum;n. ×ÜÊý,ºÍ,½ð¶î,¶¥µã,¸ÅÂÔvt. ×Ü¼Æ,¸ÅÀ¨vi. ºÏ¼Æ;[s8m]
summit;n. ¶¥µã,×î¸ß½×²ãa. Õþ¸®Ê×ÄÔµÄ;['s8mit]
summon;vt. ÕÙ»½,ÕÙ¼¯,ºÅÕÙ,¹ÄÆð,»½Æð;['s8m4n]
superb;a. ÌÃÌÃµÄ,»ªÀöµÄ,¼«ºÃµÄ;[sju:'p4:b]
superficial;n. ±íÃæ,Íâ±ía. ±íÃæµÄ,·ôÇ³µÄ,Ãæ»ýµÄ;['sju:p4'fi54l]
superintendent;n. ¼à¶½ÈË,¹ÜÀíÈË,Ëù³¤;['sju:p4rin'tend4nt]
supersede;vt. ´úÌæ,È¡´ú,½ÓÌæ;['sjup4'si:d]
superstition;n. ÃÔÐÅ;['sju:p4'sti54n]
supplant;vt. ÅÅ¼·µô,´úÌæ;[s4'pla:nt]
supple;a. ÈáÈíµÄ,·êÓ­µÄ,Ë³´ÓµÄvt. Ê¹ÈáÈí,Ê¹Ë³´Ó;['s8pl]
suppose;vt. ÍÆÏë,¼ÙÉè,¼Ù¶¨,²ÂÏë,ÒÔÎªvi. ÁÏÏë;[s4'p4uz]
